path,spoofType,illuminationCondition,environment,isSpoof
Data/train/8507/spoof/000375.jpg,9,1,1,1
Data/train/7449/spoof/000376.jpg,8,1,1,1
Data/train/8638/live/000377.jpg,0,0,0,0
Data/train/4760/spoof/000380.jpg,5,3,1,1
Data/train/9116/live/000381.jpg,0,0,0,0
Data/train/7697/live/000385.jpg,0,0,0,0
Data/train/459/spoof/000389.jpg,1,1,1,1
Data/train/1/spoof/000390.jpg,1,1,1,1
Data/train/1930/spoof/000391.jpg,2,1,2,1
Data/train/4776/spoof/000393.jpg,5,3,1,1
Data/train/8121/live/000395.jpg,0,0,0,0
Data/train/8919/spoof/000397.jpg,9,4,2,1
Data/train/7858/spoof/000398.jpg,8,4,1,1
Data/train/8735/live/000400.jpg,0,0,0,0
Data/train/8601/spoof/000401.jpg,9,1,1,1
Data/train/7345/spoof/000402.jpg,8,1,1,1
Data/train/7837/spoof/000404.jpg,8,4,1,1
Data/train/9092/spoof/000406.jpg,9,2,2,1
Data/train/9047/spoof/000407.jpg,9,1,2,1
Data/train/1166/spoof/000412.jpg,2,1,1,1
Data/train/1425/live/000414.jpg,0,0,0,0
Data/train/4207/spoof/000416.jpg,5,1,1,1
Data/train/4739/spoof/000417.jpg,5,3,1,1
Data/train/824/spoof/000420.jpg,1,1,2,1
Data/train/121/spoof/000422.jpg,1,1,1,1
Data/train/4506/spoof/000423.jpg,5,1,1,1
Data/train/1682/spoof/000424.jpg,2,3,1,1
Data/train/719/spoof/000431.jpg,1,4,1,1
Data/train/975/live/000433.jpg,0,0,0,0
Data/train/9031/live/000434.jpg,0,0,0,0
Data/train/4386/spoof/000435.jpg,5,1,1,1
Data/train/789/spoof/000436.jpg,1,1,2,1
Data/train/7384/spoof/000441.jpg,8,1,1,1
Data/train/7657/live/000442.jpg,0,0,0,0
Data/train/5083/spoof/000443.jpg,5,4,2,1
Data/train/4702/live/000446.jpg,0,0,0,0
Data/train/395/live/000448.jpg,0,0,0,0
Data/train/7601/spoof/000449.jpg,8,1,1,1
Data/train/4913/live/000451.jpg,0,0,0,0
Data/train/7493/spoof/000454.jpg,8,1,1,1
Data/train/265/spoof/000457.jpg,1,1,1,1
Data/train/1910/spoof/000458.jpg,2,1,2,1
Data/train/8614/live/000459.jpg,0,0,0,0
Data/train/8250/spoof/000460.jpg,9,1,1,1
Data/train/7433/spoof/000462.jpg,8,1,1,1
Data/train/9067/live/000464.jpg,0,0,0,0
Data/train/895/live/000465.jpg,0,0,0,0
Data/train/180/spoof/000467.jpg,1,1,1,1
Data/train/58/spoof/000469.jpg,1,1,1,1
Data/train/1510/spoof/000472.jpg,2,2,1,1
Data/train/4909/spoof/000473.jpg,5,1,2,1
Data/train/289/live/000475.jpg,0,0,0,0
Data/train/4586/spoof/000477.jpg,5,2,1,1
Data/train/4631/live/000478.jpg,0,0,0,0
Data/train/28/live/000481.jpg,0,0,0,0
Data/train/8972/spoof/000484.jpg,9,1,2,1
Data/train/1531/spoof/000485.jpg,2,2,1,1
Data/train/553/spoof/000486.jpg,1,2,1,1
Data/train/8570/live/000487.jpg,0,0,0,0
Data/train/8419/live/000489.jpg,0,0,0,0
Data/train/8487/spoof/000490.jpg,9,1,1,1
Data/train/7687/live/000492.jpg,0,0,0,0
Data/train/7852/spoof/000493.jpg,8,4,1,1
Data/train/7352/spoof/000494.jpg,8,1,1,1
Data/train/682/spoof/000496.jpg,1,4,1,1
Data/train/7695/spoof/000497.jpg,8,2,1,1
Data/train/816/spoof/000498.jpg,1,1,2,1
Data/train/1218/live/000500.jpg,0,0,0,0
Data/train/4556/spoof/000501.jpg,5,1,1,1
Data/train/4819/live/000504.jpg,0,0,0,0
Data/train/8557/spoof/000510.jpg,9,1,1,1
Data/train/8980/spoof/000512.jpg,9,1,2,1
Data/train/633/live/000516.jpg,0,0,0,0
Data/train/731/live/000517.jpg,0,0,0,0
Data/train/8721/spoof/000522.jpg,9,2,1,1
Data/train/4503/live/000523.jpg,0,0,0,0
Data/train/8905/live/000525.jpg,0,0,0,0
Data/train/9130/spoof/000529.jpg,9,3,2,1
Data/train/1692/spoof/000530.jpg,2,3,1,1
Data/train/8990/spoof/000533.jpg,9,1,2,1
Data/train/8211/spoof/000534.jpg,9,2,1,1
Data/train/1122/live/000536.jpg,0,0,0,0
Data/train/4476/live/000540.jpg,0,0,0,0
Data/train/9072/spoof/000542.jpg,9,2,2,1
Data/train/1138/live/000543.jpg,0,0,0,0
Data/train/8289/spoof/000544.jpg,9,1,1,1
Data/train/7941/spoof/000549.jpg,8,1,2,1
Data/train/7330/spoof/000551.jpg,8,1,1,1
Data/train/1408/spoof/000553.jpg,2,1,1,1
Data/train/256/live/000555.jpg,0,0,0,0
Data/train/8270/spoof/000556.jpg,9,1,1,1
Data/train/1751/live/000557.jpg,0,0,0,0
Data/train/8018/live/000558.jpg,0,0,0,0
Data/train/660/live/000566.jpg,0,0,0,0
Data/train/4430/live/000567.jpg,0,0,0,0
Data/train/592/spoof/000571.jpg,1,3,1,1
Data/train/7616/spoof/000572.jpg,8,2,1,1
Data/train/8648/spoof/000576.jpg,9,2,1,1
Data/train/1423/spoof/000577.jpg,2,1,1,1
Data/train/9077/live/000578.jpg,0,0,0,0
Data/train/599/spoof/000580.jpg,1,3,1,1
Data/train/1344/spoof/000586.jpg,2,1,1,1
Data/train/8454/spoof/000587.jpg,9,1,1,1
Data/train/1609/live/000588.jpg,0,0,0,0
Data/train/4475/spoof/000590.jpg,5,1,1,1
Data/train/1530/spoof/000592.jpg,2,2,1,1
Data/train/1571/spoof/000593.jpg,2,2,1,1
Data/train/8465/spoof/000594.jpg,9,1,1,1
Data/train/58/spoof/000595.jpg,1,1,1,1
Data/train/8573/spoof/000597.jpg,9,1,1,1
Data/train/1502/spoof/000598.jpg,2,2,1,1
Data/train/4587/spoof/000599.jpg,5,2,1,1
Data/train/1499/live/000600.jpg,0,0,0,0
Data/train/1944/spoof/000601.jpg,2,2,2,1
Data/train/4455/live/000603.jpg,0,0,0,0
Data/train/8668/spoof/000605.jpg,9,2,1,1
Data/train/1121/spoof/000606.jpg,2,1,1,1
Data/train/7309/live/000610.jpg,0,0,0,0
Data/train/9111/spoof/000611.jpg,9,2,2,1
Data/train/865/live/000612.jpg,0,0,0,0
Data/train/646/spoof/000613.jpg,1,3,1,1
Data/train/7252/live/000614.jpg,0,0,0,0
Data/train/4860/live/000615.jpg,0,0,0,0
Data/train/356/spoof/000616.jpg,1,1,1,1
Data/train/524/spoof/000617.jpg,1,2,1,1
Data/train/4661/spoof/000622.jpg,5,2,1,1
Data/train/8903/spoof/000624.jpg,9,4,1,1
Data/train/8685/live/000625.jpg,0,0,0,0
Data/train/8844/live/000627.jpg,0,0,0,0
Data/train/7162/spoof/000628.jpg,8,1,1,1
Data/train/1685/spoof/000629.jpg,2,3,1,1
Data/train/8926/live/000636.jpg,0,0,0,0
Data/train/4909/live/000637.jpg,0,0,0,0
Data/train/4644/live/000638.jpg,0,0,0,0
Data/train/7476/spoof/000642.jpg,8,1,1,1
Data/train/7363/spoof/000643.jpg,8,1,1,1
Data/train/4609/spoof/000644.jpg,5,2,1,1
Data/train/4872/spoof/000645.jpg,5,4,1,1
Data/train/493/spoof/000649.jpg,1,1,1,1
Data/train/7856/live/000651.jpg,0,0,0,0
Data/train/9024/spoof/000652.jpg,9,1,2,1
Data/train/7911/live/000653.jpg,0,0,0,0
Data/train/7286/spoof/000655.jpg,8,1,1,1
Data/train/1232/spoof/000656.jpg,2,1,1,1
Data/train/694/spoof/000660.jpg,1,4,1,1
Data/train/143/live/000667.jpg,0,0,0,0
Data/train/1169/spoof/000668.jpg,2,1,1,1
Data/train/7725/live/000669.jpg,0,0,0,0
Data/train/4685/spoof/000671.jpg,5,2,1,1
Data/train/8915/spoof/000672.jpg,9,1,2,1
Data/train/8967/live/000674.jpg,0,0,0,0
Data/train/8481/spoof/000675.jpg,9,1,1,1
Data/train/1989/spoof/000676.jpg,2,2,2,1
Data/train/4622/live/000678.jpg,0,0,0,0
Data/train/1339/spoof/000679.jpg,2,1,1,1
Data/train/8808/spoof/000682.jpg,9,3,1,1
Data/train/1299/live/000683.jpg,0,0,0,0
Data/train/1373/spoof/000687.jpg,2,1,1,1
Data/train/256/live/000688.jpg,0,0,0,0
Data/train/8563/live/000689.jpg,0,0,0,0
Data/train/8685/live/000693.jpg,0,0,0,0
Data/train/1817/spoof/000694.jpg,2,1,2,1
Data/train/5067/spoof/000696.jpg,5,3,2,1
Data/train/4262/spoof/000697.jpg,5,1,1,1
Data/train/8282/spoof/000698.jpg,9,1,1,1
Data/train/7917/live/000700.jpg,0,0,0,0
Data/train/8640/spoof/000701.jpg,9,2,1,1
Data/train/7451/live/000702.jpg,0,0,0,0
Data/train/8274/spoof/000703.jpg,9,1,1,1
Data/train/1392/spoof/000704.jpg,2,1,1,1
Data/train/4194/spoof/000706.jpg,5,1,1,1
Data/train/314/spoof/000710.jpg,1,1,1,1
Data/train/1247/spoof/000712.jpg,2,1,1,1
Data/train/4400/spoof/000713.jpg,5,1,1,1
Data/train/1364/live/000714.jpg,0,0,0,0
Data/train/8462/spoof/000715.jpg,9,1,1,1
Data/train/270/live/000716.jpg,0,0,0,0
Data/train/1822/spoof/000719.jpg,2,1,2,1
Data/train/5045/spoof/000723.jpg,5,2,2,1
Data/train/8702/spoof/000725.jpg,9,2,1,1
Data/train/395/live/000730.jpg,0,0,0,0
Data/train/8122/spoof/000731.jpg,8,4,2,1
Data/train/995/spoof/000732.jpg,1,4,2,1
Data/train/4316/live/000734.jpg,0,0,0,0
Data/train/8805/live/000735.jpg,0,0,0,0
Data/train/4491/spoof/000736.jpg,5,1,1,1
Data/train/1095/live/000738.jpg,0,0,0,0
Data/train/8699/live/000742.jpg,0,0,0,0
Data/train/4264/spoof/000743.jpg,5,1,1,1
Data/train/8429/spoof/000744.jpg,9,1,1,1
Data/train/718/live/000756.jpg,0,0,0,0
Data/train/688/spoof/000758.jpg,1,4,1,1
Data/train/1969/spoof/000759.jpg,2,2,2,1
Data/train/4880/spoof/000762.jpg,5,1,2,1
Data/train/569/spoof/000766.jpg,1,2,1,1
Data/train/7634/live/000769.jpg,0,0,0,0
Data/train/7695/live/000771.jpg,0,0,0,0
Data/train/163/live/000774.jpg,0,0,0,0
Data/train/7602/spoof/000781.jpg,8,2,1,1
Data/train/7547/live/000782.jpg,0,0,0,0
Data/train/1889/spoof/000783.jpg,2,1,2,1
Data/train/4487/live/000784.jpg,0,0,0,0
Data/train/847/live/000786.jpg,0,0,0,0
Data/train/4785/spoof/000788.jpg,5,3,1,1
Data/train/1476/live/000791.jpg,0,0,0,0
Data/train/713/spoof/000792.jpg,1,4,1,1
Data/train/7540/spoof/000794.jpg,8,1,1,1
Data/train/184/spoof/000795.jpg,1,1,1,1
Data/train/4582/live/000797.jpg,0,0,0,0
Data/train/8854/spoof/000798.jpg,9,4,1,1
Data/train/1836/spoof/000799.jpg,2,1,2,1
Data/train/8145/spoof/000803.jpg,8,1,1,1
Data/train/5034/live/000805.jpg,0,0,0,0
Data/train/1407/live/000806.jpg,0,0,0,0
Data/train/834/spoof/000807.jpg,1,1,2,1
Data/train/1574/live/000810.jpg,0,0,0,0
Data/train/328/live/000811.jpg,0,0,0,0
Data/train/7480/live/000814.jpg,0,0,0,0
Data/train/4968/spoof/000815.jpg,5,1,2,1
Data/train/677/live/000817.jpg,0,0,0,0
Data/train/153/spoof/000818.jpg,1,1,1,1
Data/train/8707/live/000819.jpg,0,0,0,0
Data/train/452/spoof/000820.jpg,1,1,1,1
Data/train/4492/spoof/000822.jpg,5,1,1,1
Data/train/764/spoof/000823.jpg,1,1,2,1
Data/train/7771/spoof/000825.jpg,8,3,1,1
Data/train/8831/live/000826.jpg,0,0,0,0
Data/train/9069/spoof/000827.jpg,9,2,2,1
Data/train/1762/spoof/000830.jpg,2,4,1,1
Data/train/8143/live/000831.jpg,0,0,0,0
Data/train/1237/spoof/000832.jpg,2,1,1,1
Data/train/7385/live/000839.jpg,0,0,0,0
Data/train/8087/live/000840.jpg,0,0,0,0
Data/train/912/spoof/000842.jpg,1,2,2,1
Data/train/9145/live/000844.jpg,0,0,0,0
Data/train/394/live/000845.jpg,0,0,0,0
Data/train/7184/spoof/000850.jpg,8,1,1,1
Data/train/8158/spoof/000851.jpg,9,1,1,1
Data/train/4751/spoof/000854.jpg,5,3,1,1
Data/train/7516/spoof/000855.jpg,8,1,1,1
Data/train/7640/spoof/000857.jpg,8,2,1,1
Data/train/8977/spoof/000859.jpg,9,3,2,1
Data/train/4778/live/000860.jpg,0,0,0,0
Data/train/52/spoof/000861.jpg,1,1,1,1
Data/train/7612/spoof/000863.jpg,8,2,1,1
Data/train/8872/live/000868.jpg,0,0,0,0
Data/train/1034/spoof/000869.jpg,2,1,1,1
Data/train/770/spoof/000870.jpg,1,1,2,1
Data/train/7616/spoof/000871.jpg,8,2,1,1
Data/train/4515/spoof/000873.jpg,5,1,1,1
Data/train/7386/spoof/000874.jpg,8,1,1,1
Data/train/7611/spoof/000876.jpg,8,2,1,1
Data/train/4548/spoof/000877.jpg,5,1,1,1
Data/train/8558/live/000880.jpg,0,0,0,0
Data/train/4805/spoof/000881.jpg,5,4,1,1
Data/train/1759/spoof/000882.jpg,2,4,1,1
Data/train/4329/spoof/000884.jpg,5,1,1,1
Data/train/8631/spoof/000889.jpg,9,2,1,1
Data/train/7642/live/000891.jpg,0,0,0,0
Data/train/477/spoof/000892.jpg,1,1,1,1
Data/train/5032/spoof/000893.jpg,5,2,2,1
Data/train/42/live/000894.jpg,0,0,0,0
Data/train/4785/live/000897.jpg,0,0,0,0
Data/train/1521/spoof/000898.jpg,2,2,1,1
Data/train/710/spoof/000901.jpg,1,4,1,1
Data/train/77/live/000907.jpg,0,0,0,0
Data/train/557/live/000908.jpg,0,0,0,0
Data/train/8660/spoof/000909.jpg,9,2,1,1
Data/train/7873/spoof/000910.jpg,8,4,1,1
Data/train/7309/spoof/000914.jpg,8,1,1,1
Data/train/512/spoof/000915.jpg,1,2,1,1
Data/train/8088/live/000920.jpg,0,0,0,0
Data/train/475/spoof/000921.jpg,1,2,1,1
Data/train/1605/live/000922.jpg,0,0,0,0
Data/train/8361/spoof/000923.jpg,9,1,1,1
Data/train/1661/spoof/000924.jpg,2,3,1,1
Data/train/7345/spoof/000926.jpg,8,1,1,1
Data/train/524/spoof/000930.jpg,1,2,1,1
Data/train/436/spoof/000934.jpg,1,2,1,1
Data/train/1907/spoof/000935.jpg,2,1,2,1
Data/train/5002/live/000936.jpg,0,0,0,0
Data/train/1103/spoof/000937.jpg,2,1,1,1
Data/train/8914/spoof/000940.jpg,9,2,2,1
Data/train/1155/spoof/000942.jpg,2,1,1,1
Data/train/1591/live/000943.jpg,0,0,0,0
Data/train/7591/live/000946.jpg,0,0,0,0
Data/train/4459/spoof/000948.jpg,5,1,1,1
Data/train/1874/spoof/000949.jpg,2,1,2,1
Data/train/168/spoof/000951.jpg,1,1,1,1
Data/train/7755/spoof/000953.jpg,8,3,1,1
Data/train/7815/spoof/000954.jpg,8,3,1,1
Data/train/1303/spoof/000956.jpg,2,1,1,1
Data/train/7385/spoof/000960.jpg,8,1,1,1
Data/train/4664/spoof/000962.jpg,5,2,1,1
Data/train/1539/live/000963.jpg,0,0,0,0
Data/train/7379/spoof/000966.jpg,8,1,1,1
Data/train/1659/spoof/000967.jpg,2,3,1,1
Data/train/1456/spoof/000970.jpg,2,1,1,1
Data/train/1667/live/000971.jpg,0,0,0,0
Data/train/4845/spoof/000972.jpg,5,4,1,1
Data/train/8205/spoof/000974.jpg,9,1,1,1
Data/train/486/spoof/000976.jpg,1,2,1,1
Data/train/4127/spoof/000981.jpg,5,1,1,1
Data/train/4154/live/000984.jpg,0,0,0,0
Data/train/7905/spoof/000988.jpg,8,4,1,1
Data/train/4509/live/000990.jpg,0,0,0,0
Data/train/8134/spoof/000995.jpg,8,4,2,1
Data/train/8304/live/000996.jpg,0,0,0,0
Data/train/7305/spoof/001000.jpg,8,1,1,1
Data/train/8579/spoof/001003.jpg,9,1,1,1
Data/train/1161/spoof/001005.jpg,2,1,1,1
Data/train/8995/live/001006.jpg,0,0,0,0
Data/train/8738/live/001008.jpg,0,0,0,0
Data/train/9140/live/001009.jpg,0,0,0,0
Data/train/1080/spoof/001010.jpg,2,1,1,1
Data/train/382/spoof/001011.jpg,1,1,1,1
Data/train/8761/spoof/001014.jpg,9,3,1,1
Data/train/8739/spoof/001015.jpg,9,2,1,1
Data/train/344/spoof/001016.jpg,1,1,1,1
Data/train/7815/spoof/001018.jpg,8,3,1,1
Data/train/7543/spoof/001019.jpg,8,1,1,1
Data/train/4768/live/001020.jpg,0,0,0,0
Data/train/749/spoof/001028.jpg,1,1,2,1
Data/train/902/spoof/001032.jpg,1,1,2,1
Data/train/8837/live/001033.jpg,0,0,0,0
Data/train/9091/live/001035.jpg,0,0,0,0
Data/train/7873/live/001037.jpg,0,0,0,0
Data/train/4321/spoof/001038.jpg,5,1,1,1
Data/train/8766/spoof/001041.jpg,9,3,1,1
Data/train/9155/spoof/001044.jpg,9,4,2,1
Data/train/2038/live/001045.jpg,0,0,0,0
Data/train/4368/spoof/001047.jpg,5,1,1,1
Data/train/1204/live/001056.jpg,0,0,0,0
Data/train/207/spoof/001057.jpg,1,1,1,1
Data/train/541/spoof/001058.jpg,1,2,1,1
Data/train/1662/live/001060.jpg,0,0,0,0
Data/train/7656/spoof/001061.jpg,8,2,1,1
Data/train/404/spoof/001062.jpg,1,1,1,1
Data/train/8544/spoof/001064.jpg,9,1,1,1
Data/train/2055/live/001068.jpg,0,0,0,0
Data/train/7864/spoof/001069.jpg,8,4,1,1
Data/train/4512/spoof/001071.jpg,5,1,1,1
Data/train/826/live/001073.jpg,0,0,0,0
Data/train/4642/spoof/001075.jpg,5,2,1,1
Data/train/419/spoof/001076.jpg,1,1,1,1
Data/train/4336/spoof/001077.jpg,5,1,1,1
Data/train/8046/spoof/001080.jpg,8,1,2,1
