path,spoofType,illuminationCondition,environment,isSpoof
Data/test/6799/live/494582.png,0,0,0,0
Data/test/5162/spoof/494585.png,7,1,1,1
Data/test/5354/spoof/494586.png,7,1,1,1
Data/test/6990/live/494587.png,0,0,0,0
Data/test/5168/spoof/494589.png,7,1,1,1
Data/test/5072/spoof/494593.png,7,1,1,1
Data/test/6656/live/494594.png,0,0,0,0
Data/test/6135/live/494595.png,0,0,0,0
Data/test/8787/live/494600.png,0,0,0,0
Data/test/9769/spoof/494603.png,7,1,1,1
Data/test/6708/spoof/494607.png,4,1,1,1
Data/test/5914/live/494610.png,0,0,0,0
Data/test/7193/spoof/494618.png,7,1,1,1
Data/test/8630/spoof/494619.png,7,1,1,1
Data/test/6950/spoof/494620.png,4,1,2,1
Data/test/6011/spoof/494621.png,3,1,1,1
Data/test/6657/live/494628.png,0,0,0,0
Data/test/6245/spoof/494629.png,3,1,1,1
Data/test/5799/live/494630.png,0,0,0,0
Data/test/6604/live/494631.png,0,0,0,0
Data/test/6284/spoof/494633.png,3,1,1,1
Data/test/6329/spoof/494635.png,3,4,1,1
Data/test/6084/live/494643.png,0,0,0,0
Data/test/6441/spoof/494644.png,3,1,1,1
Data/test/6323/spoof/494655.png,3,1,1,1
Data/test/6999/spoof/494658.png,4,4,2,1
Data/test/5162/spoof/494660.png,7,1,1,1
Data/test/6787/spoof/494663.png,4,2,1,1
Data/test/7325/live/494666.png,0,0,0,0
Data/test/7170/spoof/494667.png,7,1,1,1
Data/test/9690/live/494671.png,0,0,0,0
Data/test/7010/spoof/494672.png,7,1,1,1
Data/test/6336/spoof/494674.png,3,1,1,1
Data/test/10157/live/494677.png,0,0,0,0
Data/test/6708/spoof/494678.png,4,1,1,1
Data/test/6857/spoof/494681.png,4,1,2,1
Data/test/6441/spoof/494686.png,3,1,1,1
Data/test/6029/live/494687.png,0,0,0,0
Data/test/6886/spoof/494688.png,4,1,2,1
Data/test/6617/spoof/494692.png,4,1,1,1
Data/test/6655/live/494697.png,0,0,0,0
Data/test/9735/spoof/494699.png,7,1,1,1
Data/test/6229/spoof/494700.png,3,1,1,1
Data/test/6964/spoof/494703.png,4,2,2,1
Data/test/6959/spoof/494704.png,4,2,2,1
Data/test/7010/spoof/494710.png,4,1,1,1
Data/test/6920/spoof/494711.png,4,1,2,1
Data/test/6047/spoof/494712.png,3,4,1,1
Data/test/5614/live/494713.png,0,0,0,0
Data/test/6084/spoof/494714.png,3,1,1,1
Data/test/7012/spoof/494716.png,4,1,1,1
Data/test/6370/live/494717.png,0,0,0,0
Data/test/6434/live/494719.png,0,0,0,0
Data/test/5663/spoof/494724.png,7,1,1,1
Data/test/7816/live/494725.png,0,0,0,0
Data/test/6919/spoof/494728.png,4,1,2,1
Data/test/6992/spoof/494732.png,4,4,2,1
Data/test/6794/spoof/494734.png,4,1,1,1
Data/test/7859/live/494735.png,0,0,0,0
Data/test/6424/live/494737.png,0,0,0,0
Data/test/10102/spoof/494739.png,7,1,1,1
Data/test/5035/spoof/494740.png,7,1,1,1
Data/test/6809/spoof/494742.png,4,2,1,1
Data/test/5158/spoof/494743.png,7,1,1,1
Data/test/6813/spoof/494747.png,4,3,1,1
Data/test/6178/live/494751.png,0,0,0,0
Data/test/6638/live/494752.png,0,0,0,0
Data/test/6074/live/494753.png,0,0,0,0
Data/test/10047/live/494756.png,0,0,0,0
Data/test/7282/live/494758.png,0,0,0,0
Data/test/6153/live/494759.png,0,0,0,0
Data/test/6868/spoof/494761.png,4,1,2,1
Data/test/6289/spoof/494764.png,3,4,1,1
Data/test/6172/spoof/494765.png,3,1,1,1
Data/test/5072/live/494766.png,0,0,0,0
Data/test/6708/spoof/494777.png,4,1,1,1
Data/test/7325/spoof/494778.png,7,1,1,1
Data/test/6824/live/494779.png,0,0,0,0
Data/test/5966/live/494783.png,0,0,0,0
Data/test/5260/spoof/494787.png,7,1,1,1
Data/test/6656/live/494792.png,0,0,0,0
Data/test/6278/spoof/494794.png,3,2,1,1
Data/test/7020/live/494795.png,0,0,0,0
Data/test/6958/spoof/494797.png,4,2,2,1
Data/test/6267/spoof/494799.png,3,1,1,1
Data/test/6090/live/494800.png,0,0,0,0
Data/test/5567/spoof/494803.png,7,1,1,1
Data/test/6708/spoof/494805.png,4,1,1,1
Data/test/6984/live/494806.png,0,0,0,0
Data/test/5570/spoof/494810.png,7,1,1,1
Data/test/6823/spoof/494814.png,4,3,1,1
Data/test/6329/spoof/494817.png,3,4,1,1
Data/test/10102/live/494818.png,0,0,0,0
Data/test/10007/live/494819.png,0,0,0,0
Data/test/6269/live/494820.png,0,0,0,0
Data/test/7332/spoof/494822.png,7,1,1,1
Data/test/4943/spoof/494824.png,7,1,1,1
Data/test/5228/spoof/494825.png,7,1,1,1
Data/test/7859/spoof/494826.png,7,1,1,1
Data/test/9217/spoof/494827.png,7,1,1,1
Data/test/6011/spoof/494832.png,3,1,1,1
Data/test/6153/spoof/494836.png,3,1,1,1
Data/test/6823/spoof/494838.png,4,3,1,1
Data/test/6745/spoof/494840.png,7,1,1,1
Data/test/6158/spoof/494845.png,3,1,1,1
Data/test/6090/spoof/494849.png,3,1,1,1
Data/test/5294/live/494851.png,0,0,0,0
Data/test/6708/spoof/494853.png,4,1,1,1
Data/test/5695/live/494854.png,0,0,0,0
Data/test/6153/spoof/494855.png,3,1,1,1
Data/test/6323/spoof/494859.png,3,1,1,1
Data/test/7193/live/494869.png,0,0,0,0
Data/test/7439/spoof/494871.png,7,1,1,1
Data/test/6293/spoof/494873.png,3,3,1,1
Data/test/7745/live/494875.png,0,0,0,0
Data/test/6766/spoof/494877.png,4,2,1,1
Data/test/5061/live/494879.png,0,0,0,0
Data/test/6708/spoof/494883.png,4,1,1,1
Data/test/6687/spoof/494885.png,4,1,1,1
Data/test/6708/spoof/494887.png,4,1,1,1
Data/test/6794/spoof/494889.png,4,1,1,1
Data/test/5185/spoof/494891.png,7,1,1,1
Data/test/7816/spoof/494892.png,7,1,1,1
Data/test/6470/live/494893.png,0,0,0,0
Data/test/10047/live/494896.png,0,0,0,0
Data/test/6230/live/494900.png,0,0,0,0
Data/test/9856/spoof/494901.png,7,1,1,1
Data/test/9859/spoof/494904.png,7,1,1,1
Data/test/7729/live/494907.png,0,0,0,0
Data/test/7226/live/494909.png,0,0,0,0
Data/test/6958/spoof/494911.png,4,2,2,1
Data/test/6747/spoof/494912.png,4,1,1,1
Data/test/7020/spoof/494916.png,4,1,1,1
Data/test/6575/spoof/494917.png,4,1,1,1
Data/test/4931/live/494918.png,0,0,0,0
Data/test/6056/spoof/494920.png,3,1,1,1
Data/test/6047/spoof/494922.png,3,1,1,1
Data/test/6657/spoof/494924.png,4,1,1,1
Data/test/6313/spoof/494930.png,3,1,1,1
Data/test/6745/spoof/494932.png,4,1,1,1
Data/test/5354/live/494933.png,0,0,0,0
Data/test/6158/spoof/494939.png,3,1,1,1
Data/test/6709/live/494942.png,0,0,0,0
Data/test/5091/spoof/494944.png,7,1,1,1
Data/test/8717/spoof/494950.png,7,1,1,1
Data/test/4973/live/494955.png,0,0,0,0
Data/test/7459/live/494957.png,0,0,0,0
Data/test/5276/spoof/494960.png,7,1,1,1
Data/test/6731/spoof/494961.png,4,1,1,1
Data/test/9739/live/494964.png,0,0,0,0
Data/test/6454/spoof/494970.png,3,1,1,1
Data/test/6047/live/494973.png,0,0,0,0
Data/test/5301/live/494976.png,0,0,0,0
Data/test/6677/live/494978.png,0,0,0,0
Data/test/8822/live/494979.png,0,0,0,0
Data/test/6187/spoof/494980.png,3,1,1,1
Data/test/5228/spoof/494981.png,7,1,1,1
Data/test/6246/live/494984.png,0,0,0,0
Data/test/5023/spoof/494988.png,7,1,1,1
Data/test/5840/live/494992.png,0,0,0,0
Data/test/6408/spoof/494994.png,3,1,1,1
Data/test/6289/spoof/495003.png,3,3,1,1
Data/test/6491/live/495004.png,0,0,0,0
Data/test/6313/spoof/495005.png,3,4,1,1
Data/test/6748/spoof/495006.png,4,1,1,1
Data/test/6506/spoof/495007.png,3,4,1,1
Data/test/6158/spoof/495008.png,3,1,1,1
Data/test/6459/spoof/495012.png,3,1,1,1
Data/test/6827/spoof/495014.png,4,4,1,1
Data/test/6708/spoof/495015.png,4,1,1,1
Data/test/6239/spoof/495016.png,3,1,1,1
Data/test/6195/spoof/495018.png,7,1,1,1
Data/test/6609/spoof/495022.png,4,1,1,1
Data/test/10157/live/495023.png,0,0,0,0
Data/test/5128/live/495025.png,0,0,0,0
Data/test/6245/spoof/495029.png,3,2,1,1
Data/test/6221/live/495035.png,0,0,0,0
Data/test/6827/spoof/495036.png,4,4,1,1
Data/test/8717/spoof/495041.png,7,1,1,1
Data/test/6399/spoof/495042.png,3,1,1,1
Data/test/6294/spoof/495047.png,3,1,1,1
Data/test/6245/spoof/495051.png,3,2,1,1
Data/test/6144/spoof/495053.png,3,1,1,1
Data/test/6419/spoof/495056.png,3,2,2,1
Data/test/9859/spoof/495061.png,7,1,1,1
Data/test/6454/spoof/495066.png,3,1,1,1
Data/test/6158/spoof/495071.png,3,1,1,1
Data/test/6421/live/495072.png,0,0,0,0
Data/test/5260/spoof/495075.png,7,1,1,1
Data/test/6506/spoof/495077.png,3,4,1,1
Data/test/5301/live/495079.png,0,0,0,0
Data/test/9343/spoof/495084.png,7,1,1,1
Data/test/9343/live/495086.png,0,0,0,0
Data/test/6604/live/495089.png,0,0,0,0
Data/test/6734/live/495095.png,0,0,0,0
Data/test/6950/spoof/495103.png,4,1,2,1
Data/test/6669/spoof/495104.png,4,1,1,1
Data/test/6158/spoof/495107.png,3,1,1,1
Data/test/5226/spoof/495110.png,7,1,1,1
Data/test/6323/spoof/495111.png,3,1,1,1
Data/test/6284/live/495113.png,0,0,0,0
Data/test/6937/spoof/495120.png,4,1,2,1
Data/test/6284/spoof/495121.png,3,2,1,1
Data/test/6604/spoof/495123.png,4,1,1,1
Data/test/6857/live/495124.png,0,0,0,0
Data/test/8709/spoof/495132.png,7,1,1,1
Data/test/6617/spoof/495134.png,4,1,1,1
Data/test/6323/spoof/495135.png,3,1,1,1
Data/test/5072/live/495136.png,0,0,0,0
Data/test/7278/spoof/495139.png,7,1,1,1
Data/test/5228/live/495140.png,0,0,0,0
Data/test/5620/spoof/495144.png,7,1,1,1
Data/test/9761/spoof/495147.png,7,1,1,1
Data/test/6297/spoof/495148.png,3,3,1,1
Data/test/6293/spoof/495150.png,3,4,1,1
Data/test/10077/live/495151.png,0,0,0,0
Data/test/6567/spoof/495153.png,4,1,1,1
Data/test/8709/spoof/495154.png,7,1,1,1
Data/test/5478/live/495155.png,0,0,0,0
Data/test/6984/spoof/495156.png,4,3,2,1
Data/test/7307/spoof/495159.png,7,1,1,1
Data/test/7087/live/495162.png,0,0,0,0
Data/test/6153/spoof/495164.png,3,1,1,1
Data/test/9875/spoof/495166.png,7,1,1,1
Data/test/6657/live/495167.png,0,0,0,0
Data/test/6843/spoof/495171.png,7,1,1,1
Data/test/6030/live/495177.png,0,0,0,0
Data/test/6313/spoof/495179.png,3,1,1,1
Data/test/7084/spoof/495185.png,7,1,1,1
Data/test/7334/spoof/495186.png,7,1,1,1
Data/test/6472/live/495187.png,0,0,0,0
Data/test/6245/spoof/495188.png,3,2,1,1
Data/test/7192/spoof/495189.png,7,1,1,1
Data/test/6074/spoof/495190.png,3,1,1,1
Data/test/5100/spoof/495194.png,7,1,1,1
Data/test/5128/spoof/495196.png,7,1,1,1
Data/test/8786/live/495197.png,0,0,0,0
Data/test/6813/spoof/495198.png,4,3,1,1
Data/test/6153/spoof/495199.png,3,1,1,1
Data/test/8188/live/495202.png,0,0,0,0
Data/test/6399/spoof/495207.png,3,1,1,1
Data/test/6752/live/495210.png,0,0,0,0
Data/test/6709/spoof/495212.png,4,1,1,1
Data/test/6459/spoof/495214.png,3,1,1,1
Data/test/5567/live/495215.png,0,0,0,0
Data/test/6248/spoof/495216.png,3,1,1,1
Data/test/6245/spoof/495218.png,3,2,1,1
Data/test/6267/spoof/495221.png,3,1,1,1
Data/test/9713/live/495225.png,0,0,0,0
Data/test/5091/live/495227.png,0,0,0,0
Data/test/6421/spoof/495232.png,3,2,2,1
Data/test/6047/spoof/495235.png,3,4,1,1
Data/test/7192/spoof/495238.png,7,1,1,1
Data/test/6604/spoof/495241.png,4,1,1,1
Data/test/9456/spoof/495242.png,7,1,1,1
Data/test/6441/spoof/495244.png,3,1,1,1
Data/test/4943/live/495245.png,0,0,0,0
Data/test/6219/live/495246.png,0,0,0,0
Data/test/6441/spoof/495248.png,3,1,1,1
Data/test/5774/spoof/495259.png,7,1,1,1
Data/test/6629/spoof/495260.png,4,1,1,1
Data/test/6289/spoof/495261.png,3,4,1,1
Data/test/9769/spoof/495262.png,7,1,1,1
Data/test/7179/live/495264.png,0,0,0,0
Data/test/6454/spoof/495268.png,3,1,1,1
Data/test/7170/live/495270.png,0,0,0,0
Data/test/6582/spoof/495274.png,4,1,1,1
Data/test/5128/spoof/495275.png,7,1,1,1
Data/test/6447/spoof/495276.png,3,3,2,1
Data/test/6441/spoof/495277.png,3,1,1,1
Data/test/6741/spoof/495278.png,4,1,1,1
Data/test/6447/live/495283.png,0,0,0,0
Data/test/8821/live/495285.png,0,0,0,0
Data/test/6708/spoof/495286.png,4,1,1,1
Data/test/6454/spoof/495288.png,3,1,1,1
Data/test/6184/live/495289.png,0,0,0,0
Data/test/7273/spoof/495290.png,7,1,1,1
Data/test/6964/live/495292.png,0,0,0,0
Data/test/10108/spoof/495294.png,7,1,1,1
Data/test/7307/live/495296.png,0,0,0,0
Data/test/6766/spoof/495298.png,4,2,1,1
Data/test/6743/live/495300.png,0,0,0,0
Data/test/6638/spoof/495301.png,4,1,1,1
Data/test/5563/live/495303.png,0,0,0,0
Data/test/6278/spoof/495306.png,3,1,1,1
Data/test/7438/live/495310.png,0,0,0,0
Data/test/5768/live/495311.png,0,0,0,0
Data/test/6306/live/495312.png,0,0,0,0
Data/test/6184/spoof/495317.png,3,1,1,1
Data/test/6158/spoof/495318.png,3,1,1,1
Data/test/9343/spoof/495321.png,7,1,1,1
Data/test/5840/live/495323.png,0,0,0,0
Data/test/6153/spoof/495324.png,3,1,1,1
Data/test/6084/spoof/495326.png,3,1,1,1
Data/test/6763/spoof/495329.png,4,2,1,1
Data/test/6336/spoof/495330.png,3,1,1,1
Data/test/5820/live/495334.png,0,0,0,0
Data/test/5212/spoof/495336.png,7,1,1,1
Data/test/6470/spoof/495337.png,3,1,1,1
Data/test/9769/live/495339.png,0,0,0,0
Data/test/6011/spoof/495340.png,3,1,1,1
Data/test/5033/live/495343.png,0,0,0,0
Data/test/6283/spoof/495344.png,3,2,1,1
Data/test/5563/spoof/495345.png,7,1,1,1
Data/test/5168/spoof/495346.png,7,1,1,1
Data/test/6708/spoof/495347.png,7,1,1,1
Data/test/5072/spoof/495351.png,7,1,1,1
Data/test/6655/live/495352.png,0,0,0,0
Data/test/6116/live/495353.png,0,0,0,0
Data/test/5132/live/495356.png,0,0,0,0
Data/test/6245/spoof/495359.png,3,2,1,1
Data/test/5478/live/495363.png,0,0,0,0
Data/test/9696/live/495364.png,0,0,0,0
Data/test/6825/live/495365.png,0,0,0,0
Data/test/7848/spoof/495368.png,7,1,1,1
Data/test/8822/spoof/495369.png,7,1,1,1
Data/test/6589/live/495372.png,0,0,0,0
Data/test/7729/live/495373.png,0,0,0,0
Data/test/6248/spoof/495378.png,3,1,1,1
Data/test/7848/spoof/495385.png,7,1,1,1
Data/test/8624/spoof/495387.png,7,1,1,1
Data/test/6323/spoof/495388.png,7,1,1,1
Data/test/6399/spoof/495389.png,3,1,1,1
Data/test/6411/spoof/495395.png,7,1,1,1
Data/test/6687/live/495396.png,0,0,0,0
Data/test/6336/spoof/495399.png,3,1,1,1
Data/test/6172/spoof/495400.png,3,1,1,1
Data/test/6329/spoof/495401.png,3,4,1,1
Data/test/5354/spoof/495402.png,7,1,1,1
Data/test/7192/spoof/495403.png,7,1,1,1
Data/test/5774/spoof/495404.png,7,1,1,1
Data/test/6248/spoof/495405.png,3,1,1,1
Data/test/6039/live/495406.png,0,0,0,0
Data/test/6267/spoof/495408.png,7,1,1,1
Data/test/6743/spoof/495422.png,4,1,1,1
Data/test/5072/live/495424.png,0,0,0,0
Data/test/9680/live/495426.png,0,0,0,0
Data/test/6039/live/495429.png,0,0,0,0
Data/test/9856/spoof/495430.png,7,1,1,1
Data/test/4931/live/495439.png,0,0,0,0
Data/test/4943/live/495440.png,0,0,0,0
Data/test/6399/live/495442.png,0,0,0,0
Data/test/10102/live/495445.png,0,0,0,0
Data/test/6604/spoof/495447.png,4,1,1,1
Data/test/6158/spoof/495455.png,3,1,1,1
Data/test/6329/spoof/495456.png,3,4,1,1
Data/test/6441/spoof/495457.png,3,1,1,1
Data/test/6408/spoof/495458.png,3,1,1,1
Data/test/6973/spoof/495459.png,4,3,2,1
Data/test/6411/live/495460.png,0,0,0,0
Data/test/6567/live/495463.png,0,0,0,0
Data/test/6144/spoof/495468.png,3,1,1,1
Data/test/5168/spoof/495469.png,7,1,1,1
Data/test/5170/live/495470.png,0,0,0,0
Data/test/6617/spoof/495472.png,4,1,1,1
Data/test/6470/spoof/495477.png,3,1,1,1
Data/test/6190/spoof/495480.png,3,1,1,1
Data/test/6172/spoof/495482.png,3,1,1,1
Data/test/6657/spoof/495483.png,7,1,1,1
Data/test/6411/spoof/495486.png,7,1,1,1
Data/test/6399/spoof/495489.png,3,1,1,1
Data/test/6158/spoof/495491.png,3,1,1,1
Data/test/6399/spoof/495495.png,3,1,1,1
Data/test/6677/spoof/495498.png,4,1,1,1
Data/test/6617/spoof/495505.png,4,1,1,1
Data/test/6794/live/495507.png,0,0,0,0
Data/test/10109/live/495517.png,0,0,0,0
Data/test/5354/spoof/495518.png,7,1,1,1
Data/test/6284/spoof/495519.png,3,1,1,1
Data/test/6528/spoof/495528.png,3,1,1,1
Data/test/6399/spoof/495530.png,3,1,1,1
Data/test/6708/spoof/495535.png,4,1,1,1
Data/test/6827/spoof/495536.png,7,1,1,1
Data/test/6984/spoof/495542.png,4,3,2,1
Data/test/6172/spoof/495544.png,3,1,1,1
Data/test/6657/spoof/495546.png,4,1,1,1
Data/test/6655/spoof/495547.png,4,1,1,1
Data/test/6752/live/495551.png,0,0,0,0
Data/test/6289/spoof/495552.png,3,4,1,1
Data/test/6194/live/495553.png,0,0,0,0
Data/test/6454/spoof/495555.png,3,1,1,1
Data/test/6158/spoof/495557.png,3,1,1,1
Data/test/6741/spoof/495561.png,4,1,1,1
Data/test/7010/spoof/495566.png,4,1,1,1
Data/test/6287/live/495568.png,0,0,0,0
Data/test/5128/spoof/495571.png,7,1,1,1
Data/test/6408/spoof/495574.png,3,1,2,1
Data/test/6703/live/495576.png,0,0,0,0
Data/test/6190/spoof/495580.png,3,1,1,1
Data/test/6336/spoof/495582.png,3,1,1,1
Data/test/5226/spoof/495583.png,7,1,1,1
Data/test/5613/live/495584.png,0,0,0,0
Data/test/6794/spoof/495587.png,4,1,1,1
Data/test/6766/spoof/495596.png,4,2,1,1
Data/test/6172/spoof/495601.png,3,1,1,1
Data/test/8191/spoof/495602.png,7,1,1,1
Data/test/6245/spoof/495603.png,3,2,1,1
Data/test/9746/live/495609.png,0,0,0,0
Data/test/5158/spoof/495612.png,7,1,1,1
Data/test/6245/spoof/495615.png,3,2,1,1
Data/test/6747/spoof/495616.png,4,1,1,1
Data/test/6677/spoof/495617.png,4,1,1,1
Data/test/5072/spoof/495625.png,7,1,1,1
Data/test/7310/spoof/495627.png,7,1,1,1
Data/test/5159/live/495629.png,0,0,0,0
Data/test/5128/spoof/495634.png,7,1,1,1
Data/test/6187/spoof/495635.png,3,1,1,1
Data/test/6187/spoof/495637.png,3,1,1,1
Data/test/6190/spoof/495640.png,3,1,1,1
Data/test/7170/spoof/495644.png,7,1,1,1
Data/test/6196/live/495646.png,0,0,0,0
Data/test/6301/live/495647.png,0,0,0,0
Data/test/4973/live/495652.png,0,0,0,0
Data/test/8880/spoof/495657.png,7,1,1,1
Data/test/7429/spoof/495659.png,7,1,1,1
Data/test/6221/live/495661.png,0,0,0,0
Data/test/6294/spoof/495665.png,3,1,1,1
Data/test/8188/spoof/495667.png,7,1,1,1
Data/test/6047/spoof/495671.png,3,4,1,1
Data/test/6441/live/495672.png,0,0,0,0
Data/test/5170/spoof/495675.png,7,1,1,1
Data/test/6441/spoof/495677.png,3,1,1,1
Data/test/6399/spoof/495678.png,3,1,1,1
Data/test/7206/live/495684.png,0,0,0,0
Data/test/6399/spoof/495688.png,3,1,1,1
Data/test/9696/live/495691.png,0,0,0,0
Data/test/6760/spoof/495692.png,4,2,1,1
Data/test/6447/spoof/495695.png,7,1,1,1
Data/test/6703/spoof/495700.png,4,1,1,1
Data/test/6491/spoof/495708.png,3,4,2,1
Data/test/7407/spoof/495709.png,7,1,1,1
Data/test/6758/live/495711.png,0,0,0,0
Data/test/5091/spoof/495712.png,7,1,1,1
Data/test/5354/spoof/495713.png,7,1,1,1
Data/test/6293/spoof/495715.png,3,4,1,1
Data/test/9692/live/495717.png,0,0,0,0
Data/test/7831/spoof/495718.png,7,1,1,1
Data/test/6153/live/495719.png,0,0,0,0
Data/test/7170/spoof/495721.png,7,1,1,1
Data/test/6743/spoof/495723.png,4,1,1,1
Data/test/6135/live/495726.png,0,0,0,0
Data/test/5091/spoof/495729.png,7,1,1,1
Data/test/6708/spoof/495731.png,4,1,1,1
Data/test/6855/spoof/495732.png,4,1,2,1
Data/test/6245/spoof/495735.png,3,1,1,1
Data/test/7429/live/495737.png,0,0,0,0
Data/test/8880/live/495742.png,0,0,0,0
Data/test/6399/spoof/495744.png,3,1,1,1
Data/test/8951/live/495746.png,0,0,0,0
Data/test/6153/spoof/495747.png,3,1,1,1
Data/test/6470/spoof/495752.png,3,1,1,1
Data/test/6360/live/495759.png,0,0,0,0
Data/test/9690/live/495761.png,0,0,0,0
Data/test/6454/spoof/495763.png,3,1,1,1
Data/test/9692/spoof/495764.png,7,1,1,1
Data/test/9768/spoof/495765.png,7,1,1,1
Data/test/5061/spoof/495766.png,7,1,1,1
Data/test/5075/spoof/495767.png,7,1,1,1
Data/test/5840/live/495769.png,0,0,0,0
Data/test/6057/spoof/495773.png,7,1,1,1
Data/test/6284/spoof/495776.png,3,1,1,1
Data/test/6289/spoof/495777.png,3,4,1,1
Data/test/6958/spoof/495779.png,4,2,2,1
Data/test/6708/spoof/495782.png,4,1,1,1
Data/test/6399/spoof/495783.png,3,1,1,1
Data/test/6399/spoof/495785.png,3,1,1,1
Data/test/9239/spoof/495787.png,7,1,1,1
Data/test/6779/spoof/495790.png,4,2,1,1
Data/test/6657/spoof/495802.png,4,1,1,1
Data/test/5072/spoof/495806.png,7,1,1,1
Data/test/9869/live/495809.png,0,0,0,0
Data/test/9203/live/495811.png,0,0,0,0
Data/test/6650/spoof/495814.png,4,1,1,1
Data/test/6758/spoof/495817.png,4,2,1,1
Data/test/6172/spoof/495819.png,3,1,1,1
Data/test/9411/live/495820.png,0,0,0,0
Data/test/4996/live/495823.png,0,0,0,0
Data/test/6306/live/495824.png,0,0,0,0
Data/test/6245/spoof/495825.png,3,1,1,1
Data/test/6289/spoof/495828.png,3,4,1,1
Data/test/6771/spoof/495829.png,4,2,1,1
Data/test/6723/spoof/495833.png,4,1,1,1
Data/test/6080/live/495834.png,0,0,0,0
Data/test/6194/spoof/495835.png,3,1,1,1
Data/test/6656/live/495840.png,0,0,0,0
Data/test/6763/spoof/495843.png,4,2,1,1
Data/test/6172/spoof/495844.png,3,1,1,1
Data/test/6399/spoof/495847.png,3,1,1,1
Data/test/6708/spoof/495852.png,4,1,1,1
Data/test/5966/spoof/495854.png,7,1,1,1
Data/test/6470/spoof/495859.png,3,1,1,1
Data/test/6323/spoof/495861.png,7,1,1,1
Data/test/6748/live/495866.png,0,0,0,0
Data/test/7334/live/495868.png,0,0,0,0
Data/test/8806/spoof/495872.png,7,1,1,1
Data/test/6190/spoof/495879.png,3,1,1,1
Data/test/5620/spoof/495881.png,7,1,1,1
Data/test/6313/spoof/495882.png,3,4,1,1
Data/test/6399/spoof/495884.png,3,1,1,1
Data/test/6336/live/495886.png,0,0,0,0
Data/test/7429/spoof/495887.png,7,1,1,1
Data/test/6650/spoof/495899.png,4,1,1,1
Data/test/7664/spoof/495901.png,7,1,1,1
Data/test/6676/spoof/495906.png,4,1,1,1
Data/test/5061/live/495909.png,0,0,0,0
Data/test/5228/spoof/495910.png,7,1,1,1
Data/test/6771/spoof/495914.png,4,2,1,1
Data/test/7310/spoof/495919.png,7,1,1,1
Data/test/9275/live/495923.png,0,0,0,0
Data/test/9715/live/495926.png,0,0,0,0
