fileName,spoofType,illuminationCondition,environment,isSpoof
Data/train/668/spoof/000060.jpg,1,4,1,1
Data/train/5705/spoof/000061.jpg,6,2,1,1
Data/train/8733/live/000062.jpg,0,0,0,0
Data/train/3102/spoof/000063.jpg,4,1,1,1
Data/train/1603/live/000064.jpg,0,0,0,0
Data/train/7011/spoof/000065.jpg,7,1,2,1
Data/train/3792/spoof/000066.jpg,4,4,1,1
Data/train/9582/spoof/000067.jpg,10,1,1,1
Data/train/6681/spoof/000068.jpg,7,2,1,1
Data/train/6429/spoof/000069.jpg,7,1,1,1
Data/train/1611/spoof/000070.jpg,2,2,1,1
Data/train/9858/spoof/000071.jpg,10,3,1,1
Data/train/5118/spoof/000072.jpg,6,1,1,1
Data/train/8111/spoof/000073.jpg,8,3,2,1
Data/train/5860/live/000074.jpg,0,0,0,0
Data/train/492/live/000075.jpg,0,0,0,0
Data/train/8157/spoof/000076.jpg,9,1,1,1
Data/train/1107/spoof/000077.jpg,2,1,1,1
Data/train/5515/spoof/000078.jpg,6,1,1,1
Data/train/9834/spoof/000079.jpg,10,3,1,1
Data/train/2141/spoof/000080.jpg,3,1,1,1
Data/train/5096/spoof/000081.jpg,5,4,2,1
Data/train/8744/spoof/000082.jpg,9,2,1,1
Data/train/8919/live/000083.jpg,0,0,0,0
Data/train/4758/spoof/000084.jpg,5,3,1,1
Data/train/542/spoof/000085.jpg,1,2,1,1
Data/train/7539/spoof/000086.jpg,8,1,1,1
Data/train/4433/spoof/000087.jpg,5,1,1,1
Data/train/2410/spoof/000088.jpg,3,1,1,1
Data/train/7647/spoof/000089.jpg,8,2,1,1
Data/train/5109/spoof/000090.jpg,5,1,1,1
Data/train/7582/live/000091.jpg,0,0,0,0
Data/train/1786/spoof/000092.jpg,2,4,1,1
Data/train/8112/spoof/000093.jpg,8,3,2,1
Data/train/486/spoof/000094.jpg,7,1,1,1
Data/train/1011/spoof/000095.jpg,1,1,1,1
Data/train/4734/spoof/000096.jpg,5,3,1,1
Data/train/7870/spoof/000097.jpg,8,4,1,1
Data/train/8422/live/000098.jpg,0,0,0,0
Data/train/2028/live/000099.jpg,0,0,0,0
Data/train/1138/spoof/000100.jpg,2,1,1,1
Data/train/8656/spoof/000101.jpg,9,2,1,1
Data/train/6205/live/000102.jpg,0,0,0,0
Data/train/8014/live/000103.jpg,0,0,0,0
Data/train/3336/spoof/000104.jpg,4,1,1,1
Data/train/4455/spoof/000105.jpg,5,1,1,1
Data/train/562/spoof/000106.jpg,1,2,1,1
Data/train/3408/spoof/000107.jpg,4,1,1,1
Data/train/6636/live/000108.jpg,0,0,0,0
Data/train/9876/spoof/000109.jpg,10,4,1,1
Data/train/2511/spoof/000110.jpg,3,1,1,1
Data/train/8538/live/000111.jpg,0,0,0,0
Data/train/5582/live/000112.jpg,0,0,0,0
Data/train/963/live/000113.jpg,0,0,0,0
Data/train/7388/spoof/000114.jpg,8,1,1,1
Data/train/5358/live/000115.jpg,0,0,0,0
Data/train/9293/spoof/000116.jpg,10,1,1,1
Data/train/2178/spoof/000117.jpg,3,1,1,1
Data/train/9090/spoof/000118.jpg,9,2,2,1
Data/train/1482/live/000119.jpg,0,0,0,0
Data/train/10084/spoof/000120.jpg,10,2,2,1
Data/train/2261/spoof/000121.jpg,3,1,1,1
Data/train/6416/spoof/000122.jpg,7,1,1,1
Data/train/5638/live/000123.jpg,0,0,0,0
Data/train/3847/live/000124.jpg,0,0,0,0
Data/train/3178/spoof/000125.jpg,4,1,1,1
Data/train/9560/spoof/000126.jpg,10,1,1,1
Data/train/10175/live/000127.jpg,0,0,0,0
Data/train/8482/spoof/000128.jpg,9,1,1,1
Data/train/4324/spoof/000129.jpg,5,1,1,1
Data/train/3135/spoof/000130.jpg,4,1,1,1
Data/train/6321/spoof/000131.jpg,7,1,1,1
Data/train/3966/spoof/000132.jpg,4,1,2,1
Data/train/10035/spoof/000133.jpg,10,1,2,1
Data/train/8615/spoof/000134.jpg,9,3,1,1
Data/train/5361/spoof/000135.jpg,6,1,1,1
Data/train/8919/live/000136.jpg,0,0,0,0
Data/train/9329/spoof/000137.jpg,10,1,1,1
Data/train/3586/spoof/000138.jpg,4,2,1,1
Data/train/7457/spoof/000139.jpg,8,1,1,1
Data/train/207/live/000140.jpg,0,0,0,0
Data/train/6928/live/000141.jpg,0,0,0,0
Data/train/206/live/000142.jpg,0,0,0,0
Data/train/273/spoof/000143.jpg,1,1,1,1
Data/train/10080/spoof/000144.jpg,10,1,2,1
Data/train/4257/spoof/000145.jpg,5,1,1,1
Data/train/9487/spoof/000146.jpg,10,1,1,1
Data/train/8513/spoof/000147.jpg,9,1,1,1
Data/train/7873/spoof/000148.jpg,8,4,1,1
Data/train/7326/spoof/000149.jpg,8,1,1,1
Data/train/3880/live/000150.jpg,0,0,0,0
Data/train/3848/spoof/000151.jpg,4,4,1,1
Data/train/391/spoof/000152.jpg,1,1,1,1
Data/train/9972/spoof/000153.jpg,10,1,2,1
Data/train/6622/spoof/000154.jpg,7,2,1,1
Data/train/6251/live/000155.jpg,0,0,0,0
Data/train/9077/live/000156.jpg,0,0,0,0
Data/train/6517/spoof/000157.jpg,7,1,1,1
Data/train/149/spoof/000158.jpg,1,1,1,1
Data/train/3904/spoof/000159.jpg,4,1,2,1
Data/train/894/spoof/000160.jpg,1,1,2,1
Data/train/9415/live/000161.jpg,0,0,0,0
Data/train/9743/spoof/000162.jpg,10,2,1,1
Data/train/3722/live/000163.jpg,0,0,0,0
Data/train/5904/spoof/000164.jpg,6,1,2,1
Data/train/7611/spoof/000165.jpg,8,2,1,1
Data/train/7260/spoof/000166.jpg,8,1,1,1
Data/train/6581/live/000167.jpg,0,0,0,0
Data/train/7748/spoof/000168.jpg,8,3,1,1
Data/train/7013/spoof/000169.jpg,7,1,2,1
Data/train/8970/spoof/000170.jpg,9,1,2,1
Data/train/6204/spoof/000171.jpg,7,1,1,1
Data/train/3015/live/000172.jpg,0,0,0,0
Data/train/5441/spoof/000173.jpg,6,1,1,1
Data/train/2732/spoof/000174.jpg,3,3,1,1
Data/train/9189/spoof/000175.jpg,10,1,1,1
Data/train/2898/spoof/000176.jpg,3,1,2,1
Data/train/3172/live/000177.jpg,0,0,0,0
Data/train/6597/spoof/000178.jpg,7,2,1,1
Data/train/1824/live/000179.jpg,0,0,0,0
Data/train/8440/spoof/000180.jpg,9,1,1,1
Data/train/1454/spoof/000181.jpg,2,1,1,1
Data/train/7464/live/000182.jpg,0,0,0,0
Data/train/5592/live/000183.jpg,0,0,0,0
Data/train/1/live/000184.jpg,0,0,0,0
Data/train/4585/spoof/000185.jpg,5,2,1,1
Data/train/918/spoof/000186.jpg,1,2,2,1
Data/train/687/spoof/000187.jpg,1,4,1,1
Data/train/3403/live/000188.jpg,0,0,0,0
Data/train/7221/spoof/000189.jpg,8,1,1,1
Data/train/7569/live/000190.jpg,0,0,0,0
Data/train/9352/spoof/000191.jpg,10,1,1,1
Data/train/1447/spoof/000192.jpg,2,1,1,1
Data/train/8974/spoof/000193.jpg,9,1,2,1
Data/train/7427/spoof/000194.jpg,8,1,1,1
Data/train/5110/spoof/000195.jpg,5,1,1,1
Data/train/401/live/000196.jpg,0,0,0,0
Data/train/6644/live/000197.jpg,0,0,0,0
Data/train/9011/spoof/000198.jpg,9,1,2,1
Data/train/1969/spoof/000199.jpg,2,2,2,1
Data/train/7165/live/000200.jpg,0,0,0,0
Data/train/7903/spoof/000201.jpg,8,4,1,1
Data/train/3264/live/000202.jpg,0,0,0,0
Data/train/7996/spoof/000203.jpg,8,1,2,1
Data/train/2993/spoof/000204.jpg,3,2,2,1
Data/train/7449/live/000205.jpg,0,0,0,0
Data/train/1574/spoof/000206.jpg,2,2,1,1
Data/train/6725/live/000207.jpg,0,0,0,0
Data/train/6467/spoof/000208.jpg,7,1,1,1
Data/train/1980/live/000209.jpg,0,0,0,0
Data/train/5063/spoof/000210.jpg,5,3,2,1
Data/train/9413/spoof/000211.jpg,10,1,1,1
Data/train/1087/live/000212.jpg,0,0,0,0
Data/train/4972/spoof/000213.jpg,5,1,2,1
Data/train/7481/spoof/000214.jpg,8,1,1,1
Data/train/7582/spoof/000215.jpg,8,1,1,1
Data/train/9636/live/000216.jpg,0,0,0,0
Data/train/6341/spoof/000217.jpg,7,1,1,1
Data/train/417/spoof/000218.jpg,1,1,1,1
Data/train/3841/live/000219.jpg,0,0,0,0
Data/train/4640/live/000220.jpg,0,0,0,0
Data/train/1667/spoof/000221.jpg,2,3,1,1
Data/train/4893/spoof/000222.jpg,5,1,2,1
Data/train/5924/spoof/000223.jpg,6,1,2,1
Data/train/1287/live/000224.jpg,0,0,0,0
Data/train/10083/live/000225.jpg,0,0,0,0
Data/train/436/spoof/000226.jpg,1,2,1,1
Data/train/2450/spoof/000227.jpg,3,1,1,1
Data/train/9320/spoof/000228.jpg,10,1,1,1
Data/train/9884/spoof/000229.jpg,10,4,1,1
Data/train/5747/live/000230.jpg,0,0,0,0
Data/train/6719/spoof/000231.jpg,7,2,1,1
Data/train/9/spoof/000232.jpg,1,1,1,1
Data/train/10122/spoof/000233.jpg,10,2,2,1
Data/train/1484/live/000234.jpg,0,0,0,0
Data/train/8947/spoof/000235.jpg,9,1,2,1
Data/train/6096/spoof/000236.jpg,6,4,2,1
Data/train/3616/spoof/000237.jpg,4,2,1,1
Data/train/544/spoof/000238.jpg,1,2,1,1
Data/train/1976/spoof/000239.jpg,2,2,2,1
Data/train/10023/live/000240.jpg,0,0,0,0
Data/train/5662/spoof/000241.jpg,6,2,1,1
Data/train/3147/spoof/000242.jpg,4,1,1,1
Data/train/7056/spoof/000243.jpg,7,2,2,1
Data/train/4195/spoof/000244.jpg,5,1,1,1
Data/train/956/spoof/000245.jpg,1,2,2,1
Data/train/8903/spoof/000246.jpg,9,4,1,1
Data/train/5942/spoof/000247.jpg,6,1,2,1
Data/train/4007/spoof/000248.jpg,4,2,2,1
Data/train/2207/live/000249.jpg,0,0,0,0
Data/train/1303/live/000250.jpg,0,0,0,0
Data/train/9001/spoof/000251.jpg,9,1,2,1
Data/train/6367/spoof/000252.jpg,7,1,1,1
Data/train/3310/live/000253.jpg,0,0,0,0
Data/train/8170/spoof/000254.jpg,9,1,1,1
Data/train/2671/spoof/000255.jpg,3,2,1,1
Data/train/7864/live/000256.jpg,0,0,0,0
Data/train/1209/live/000257.jpg,0,0,0,0
Data/train/6820/spoof/000258.jpg,7,4,1,1
Data/train/9516/spoof/000259.jpg,10,1,1,1
Data/train/6728/spoof/000260.jpg,7,3,1,1
Data/train/7963/spoof/000261.jpg,8,1,2,1
Data/train/199/spoof/000262.jpg,1,1,1,1
Data/train/4111/spoof/000263.jpg,4,1,1,1
Data/train/3004/live/000264.jpg,0,0,0,0
Data/train/5903/spoof/000265.jpg,6,1,2,1
Data/train/535/live/000266.jpg,0,0,0,0
Data/train/5370/live/000267.jpg,0,0,0,0
Data/train/6935/spoof/000268.jpg,7,1,2,1
Data/train/9056/spoof/000269.jpg,9,1,2,1
Data/train/3699/spoof/000270.jpg,4,3,1,1
Data/train/2929/live/000271.jpg,0,0,0,0
Data/train/3461/live/000272.jpg,0,0,0,0
Data/train/5232/spoof/000273.jpg,6,1,1,1
Data/train/1892/live/000274.jpg,0,0,0,0
Data/train/5155/live/000275.jpg,0,0,0,0
Data/train/2367/spoof/000276.jpg,3,1,1,1
Data/train/10002/spoof/000277.jpg,10,1,2,1
Data/train/6134/spoof/000278.jpg,7,1,1,1
Data/train/5199/live/000279.jpg,0,0,0,0
Data/train/929/spoof/000280.jpg,1,2,2,1
Data/train/6366/spoof/000281.jpg,7,1,1,1
Data/train/4874/spoof/000282.jpg,5,1,2,1
Data/train/9208/spoof/000283.jpg,10,1,1,1
Data/train/3509/spoof/000284.jpg,4,1,1,1
Data/train/9921/spoof/000285.jpg,10,4,1,1
Data/train/6317/live/000286.jpg,0,0,0,0
Data/train/1861/spoof/000287.jpg,2,1,2,1
Data/train/1705/spoof/000288.jpg,2,3,1,1
Data/train/3865/live/000289.jpg,0,0,0,0
Data/train/9135/spoof/000290.jpg,9,3,2,1
Data/train/6040/spoof/000291.jpg,6,2,2,1
Data/train/1607/spoof/000292.jpg,2,2,1,1
Data/train/5473/live/000293.jpg,0,0,0,0
Data/train/10024/spoof/000294.jpg,10,1,2,1
Data/train/1086/spoof/000295.jpg,2,1,1,1
Data/train/7804/spoof/000296.jpg,8,3,1,1
Data/train/5955/spoof/000297.jpg,6,1,2,1
Data/train/2021/live/000298.jpg,0,0,0,0
Data/train/3412/spoof/000299.jpg,4,1,1,1
Data/train/4752/spoof/000300.jpg,5,3,1,1
Data/train/3375/spoof/000301.jpg,4,2,1,1
Data/train/350/live/000302.jpg,0,0,0,0
Data/train/444/spoof/000303.jpg,1,2,1,1
Data/train/5747/spoof/000304.jpg,6,3,1,1
Data/train/9040/spoof/000305.jpg,9,1,2,1
Data/train/6670/spoof/000306.jpg,7,2,1,1
Data/train/3916/live/000307.jpg,0,0,0,0
Data/train/8454/live/000308.jpg,0,0,0,0
Data/train/12/live/000309.jpg,0,0,0,0
Data/train/9354/live/000310.jpg,0,0,0,0
Data/train/3068/live/000311.jpg,0,0,0,0
Data/train/4825/spoof/000312.jpg,5,4,1,1
Data/train/5040/live/000313.jpg,0,0,0,0
Data/train/3519/spoof/000314.jpg,4,1,1,1
Data/train/8515/spoof/000315.jpg,9,1,1,1
Data/train/9136/spoof/000316.jpg,9,4,2,1
Data/train/9302/spoof/000317.jpg,10,1,1,1
Data/train/4726/spoof/000318.jpg,5,3,1,1
Data/train/8239/live/000319.jpg,0,0,0,0
Data/train/7449/spoof/000320.jpg,8,1,1,1
Data/train/8550/spoof/000321.jpg,9,1,1,1
Data/train/3069/spoof/000322.jpg,3,4,2,1
Data/train/1155/spoof/000323.jpg,2,1,1,1
Data/train/1879/live/000324.jpg,0,0,0,0
Data/train/60/spoof/000325.jpg,1,1,1,1
Data/train/1679/spoof/000326.jpg,2,3,1,1
Data/train/5653/spoof/000327.jpg,6,2,1,1
Data/train/2656/spoof/000328.jpg,3,2,1,1
Data/train/469/spoof/000329.jpg,1,2,1,1
Data/train/676/spoof/000330.jpg,1,4,1,1
Data/train/6776/live/000331.jpg,0,0,0,0
Data/train/6884/spoof/000332.jpg,7,4,1,1
Data/train/4598/live/000333.jpg,0,0,0,0
Data/train/4950/spoof/000334.jpg,5,1,2,1
Data/train/8729/spoof/000335.jpg,9,2,1,1
Data/train/5410/spoof/000336.jpg,6,1,1,1
Data/train/7398/spoof/000337.jpg,8,1,1,1
Data/train/2443/spoof/000338.jpg,3,1,1,1
Data/train/9687/spoof/000339.jpg,10,2,1,1
Data/train/485/spoof/000340.jpg,1,2,1,1
Data/train/9206/spoof/000341.jpg,10,1,1,1
Data/train/423/live/000342.jpg,0,0,0,0
Data/train/5105/spoof/000343.jpg,5,1,1,1
Data/train/8862/live/000344.jpg,0,0,0,0
Data/train/7337/live/000345.jpg,0,0,0,0
Data/train/2715/live/000346.jpg,0,0,0,0
Data/train/9602/spoof/000347.jpg,10,1,1,1
Data/train/2160/spoof/000348.jpg,3,1,1,1
Data/train/1086/spoof/000349.jpg,2,1,1,1
Data/train/8536/spoof/000350.jpg,9,1,1,1
Data/train/1216/spoof/000351.jpg,2,1,1,1
Data/train/212/live/000352.jpg,0,0,0,0
Data/train/8212/spoof/000353.jpg,9,2,1,1
Data/train/6531/spoof/000354.jpg,7,1,1,1
Data/train/8437/spoof/000355.jpg,9,1,1,1
Data/train/5764/spoof/000356.jpg,6,3,1,1
Data/train/2519/spoof/000357.jpg,3,2,1,1
Data/train/9771/spoof/000358.jpg,10,2,1,1
Data/train/9462/spoof/000359.jpg,10,1,1,1
Data/train/9488/spoof/000360.jpg,10,1,1,1
Data/train/9300/spoof/000361.jpg,10,1,1,1
Data/train/7906/spoof/000362.jpg,8,4,1,1
Data/train/4613/spoof/000363.jpg,5,2,1,1
Data/train/9043/live/000364.jpg,0,0,0,0
Data/train/3198/live/000365.jpg,0,0,0,0
Data/train/357/live/000366.jpg,0,0,0,0
Data/train/6096/spoof/000367.jpg,6,4,2,1
Data/train/8212/spoof/000368.jpg,9,2,1,1
Data/train/7232/live/000369.jpg,0,0,0,0
Data/train/2596/spoof/000370.jpg,3,2,1,1
Data/train/4654/spoof/000371.jpg,5,2,1,1
Data/train/6911/spoof/000372.jpg,7,1,2,1
Data/train/3575/spoof/000373.jpg,4,2,1,1
Data/train/7616/spoof/000374.jpg,8,2,1,1
Data/train/8507/spoof/000375.jpg,9,1,1,1
Data/train/7449/spoof/000376.jpg,8,1,1,1
Data/train/8638/live/000377.jpg,0,0,0,0
Data/train/9957/spoof/000378.jpg,10,1,2,1
Data/train/3379/live/000379.jpg,0,0,0,0
Data/train/4760/spoof/000380.jpg,5,3,1,1
Data/train/9116/live/000381.jpg,0,0,0,0
Data/train/5364/live/000382.jpg,0,0,0,0
Data/train/2462/live/000383.jpg,0,0,0,0
Data/train/10045/live/000384.jpg,0,0,0,0
Data/train/7697/live/000385.jpg,0,0,0,0
Data/train/2124/live/000386.jpg,0,0,0,0
Data/train/6009/live/000387.jpg,0,0,0,0
Data/train/9993/spoof/000388.jpg,10,1,2,1
Data/train/459/spoof/000389.jpg,1,1,1,1
Data/train/1/spoof/000390.jpg,1,1,1,1
Data/train/1930/spoof/000391.jpg,2,1,2,1
Data/train/6750/spoof/000392.jpg,7,3,1,1
Data/train/4776/spoof/000393.jpg,5,3,1,1
Data/train/7120/live/000394.jpg,0,0,0,0
Data/train/8121/live/000395.jpg,0,0,0,0
Data/train/2451/spoof/000396.jpg,3,1,1,1
Data/train/8919/spoof/000397.jpg,9,4,2,1
Data/train/7858/spoof/000398.jpg,8,4,1,1
Data/train/2340/spoof/000399.jpg,3,1,1,1
Data/train/8735/live/000400.jpg,0,0,0,0
Data/train/8601/spoof/000401.jpg,9,1,1,1
Data/train/7345/spoof/000402.jpg,8,1,1,1
Data/train/2958/spoof/000403.jpg,3,1,2,1
Data/train/7837/spoof/000404.jpg,8,4,1,1
Data/train/3240/spoof/000405.jpg,4,1,1,1
Data/train/9092/spoof/000406.jpg,9,2,2,1
Data/train/9047/spoof/000407.jpg,9,1,2,1
Data/train/6974/spoof/000408.jpg,7,1,2,1
Data/train/10136/spoof/000409.jpg,10,3,2,1
Data/train/2242/spoof/000410.jpg,3,1,1,1
Data/train/3704/spoof/000411.jpg,4,3,1,1
Data/train/1166/spoof/000412.jpg,2,1,1,1
Data/train/5155/spoof/000413.jpg,6,1,1,1
Data/train/1425/live/000414.jpg,0,0,0,0
Data/train/3721/live/000415.jpg,0,0,0,0
Data/train/4207/spoof/000416.jpg,5,1,1,1
Data/train/4739/spoof/000417.jpg,5,3,1,1
Data/train/2136/live/000418.jpg,0,0,0,0
Data/train/7044/live/000419.jpg,0,0,0,0
Data/train/824/spoof/000420.jpg,1,1,2,1
Data/train/2334/live/000421.jpg,0,0,0,0
Data/train/121/spoof/000422.jpg,1,1,1,1
Data/train/4506/spoof/000423.jpg,5,1,1,1
Data/train/1682/spoof/000424.jpg,2,3,1,1
Data/train/5757/spoof/000425.jpg,6,3,1,1
Data/train/2817/spoof/000426.jpg,3,4,1,1
Data/train/6525/spoof/000427.jpg,7,1,1,1
Data/train/3934/spoof/000428.jpg,4,1,2,1
Data/train/9303/spoof/000429.jpg,10,1,1,1
Data/train/9990/spoof/000430.jpg,10,1,2,1
Data/train/719/spoof/000431.jpg,1,4,1,1
Data/train/2285/live/000432.jpg,0,0,0,0
Data/train/975/live/000433.jpg,0,0,0,0
Data/train/9031/live/000434.jpg,0,0,0,0
Data/train/4386/spoof/000435.jpg,5,1,1,1
Data/train/789/spoof/000436.jpg,1,1,2,1
Data/train/9469/spoof/000437.jpg,10,1,1,1
Data/train/2243/spoof/000438.jpg,3,1,1,1
Data/train/2078/live/000439.jpg,0,0,0,0
Data/train/9991/live/000440.jpg,0,0,0,0
Data/train/7384/spoof/000441.jpg,8,1,1,1
Data/train/7657/live/000442.jpg,0,0,0,0
Data/train/5083/spoof/000443.jpg,5,4,2,1
Data/train/3373/spoof/000444.jpg,4,2,1,1
Data/train/3457/spoof/000445.jpg,4,1,1,1
Data/train/4702/live/000446.jpg,0,0,0,0
Data/train/5963/spoof/000447.jpg,6,1,2,1
Data/train/395/live/000448.jpg,0,0,0,0
Data/train/7601/spoof/000449.jpg,8,1,1,1
Data/train/9272/spoof/000450.jpg,10,1,1,1
Data/train/4913/live/000451.jpg,0,0,0,0
Data/train/9693/live/000452.jpg,0,0,0,0
Data/train/6985/spoof/000453.jpg,7,1,2,1
Data/train/7493/spoof/000454.jpg,8,1,1,1
Data/train/4007/spoof/000455.jpg,4,2,2,1
Data/train/3332/spoof/000456.jpg,4,1,1,1
Data/train/265/spoof/000457.jpg,1,1,1,1
Data/train/1910/spoof/000458.jpg,2,1,2,1
Data/train/8614/live/000459.jpg,0,0,0,0
Data/train/8250/spoof/000460.jpg,9,1,1,1
Data/train/3278/spoof/000461.jpg,4,1,1,1
Data/train/7433/spoof/000462.jpg,8,1,1,1
Data/train/7339/live/000463.jpg,0,0,0,0
Data/train/9067/live/000464.jpg,0,0,0,0
Data/train/895/live/000465.jpg,0,0,0,0
Data/train/9254/spoof/000466.jpg,10,1,1,1
Data/train/180/spoof/000467.jpg,1,1,1,1
Data/train/9272/spoof/000468.jpg,10,1,1,1
Data/train/58/spoof/000469.jpg,1,1,1,1
Data/train/9936/spoof/000470.jpg,10,4,1,1
Data/train/2257/spoof/000471.jpg,3,1,1,1
Data/train/1510/spoof/000472.jpg,2,2,1,1
Data/train/4909/spoof/000473.jpg,5,1,2,1
Data/train/9536/spoof/000474.jpg,10,1,1,1
Data/train/289/live/000475.jpg,0,0,0,0
Data/train/9344/spoof/000476.jpg,10,1,1,1
Data/train/4586/spoof/000477.jpg,5,2,1,1
Data/train/4631/live/000478.jpg,0,0,0,0
Data/train/2934/live/000479.jpg,0,0,0,0
Data/train/9816/spoof/000480.jpg,10,3,1,1
Data/train/28/live/000481.jpg,0,0,0,0
Data/train/3891/spoof/000482.jpg,4,1,2,1
Data/train/9593/spoof/000483.jpg,10,1,1,1
Data/train/8972/spoof/000484.jpg,9,1,2,1
Data/train/1531/spoof/000485.jpg,2,2,1,1
Data/train/553/spoof/000486.jpg,1,2,1,1
Data/train/8570/live/000487.jpg,0,0,0,0
Data/train/5777/spoof/000488.jpg,6,3,1,1
Data/train/8419/live/000489.jpg,0,0,0,0
Data/train/8487/spoof/000490.jpg,9,1,1,1
Data/train/3987/live/000491.jpg,0,0,0,0
Data/train/7687/live/000492.jpg,0,0,0,0
Data/train/7852/spoof/000493.jpg,8,4,1,1
Data/train/7352/spoof/000494.jpg,8,1,1,1
Data/train/9438/spoof/000495.jpg,10,1,1,1
Data/train/682/spoof/000496.jpg,1,4,1,1
Data/train/7695/spoof/000497.jpg,8,2,1,1
Data/train/816/spoof/000498.jpg,1,1,2,1
Data/train/3573/spoof/000499.jpg,4,2,1,1
Data/train/1218/live/000500.jpg,0,0,0,0
Data/train/4556/spoof/000501.jpg,5,1,1,1
Data/train/5173/spoof/000502.jpg,6,1,1,1
Data/train/3561/live/000503.jpg,0,0,0,0
Data/train/4819/live/000504.jpg,0,0,0,0
Data/train/3689/live/000505.jpg,0,0,0,0
Data/train/2241/spoof/000506.jpg,3,1,1,1
Data/train/5296/live/000507.jpg,0,0,0,0
Data/train/3883/spoof/000508.jpg,4,1,2,1
Data/train/3144/spoof/000509.jpg,4,1,1,1
Data/train/8557/spoof/000510.jpg,9,1,1,1
Data/train/3750/spoof/000511.jpg,4,3,1,1
Data/train/8980/spoof/000512.jpg,9,1,2,1
Data/train/10073/spoof/000513.jpg,10,1,2,1
Data/train/2508/spoof/000514.jpg,3,1,1,1
Data/train/3374/spoof/000515.jpg,4,2,1,1
Data/train/633/live/000516.jpg,0,0,0,0
Data/train/731/live/000517.jpg,0,0,0,0
Data/train/6524/live/000518.jpg,0,0,0,0
Data/train/7047/live/000519.jpg,0,0,0,0
Data/train/7097/spoof/000520.jpg,7,2,2,1
Data/train/2058/spoof/000521.jpg,3,1,1,1
Data/train/8721/spoof/000522.jpg,9,2,1,1
Data/train/4503/live/000523.jpg,0,0,0,0
Data/train/6022/spoof/000524.jpg,6,2,2,1
Data/train/8905/live/000525.jpg,0,0,0,0
Data/train/9686/live/000526.jpg,0,0,0,0
Data/train/5719/live/000527.jpg,0,0,0,0
Data/train/3828/spoof/000528.jpg,4,4,1,1
Data/train/9130/spoof/000529.jpg,9,3,2,1
